created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-29 16:11:21.332171 UTC,2020-07-29 15:00:22 UTC,710025780,1,-20.273493333333334,58.348453333333332,12.9,244.2,244,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:43:44.74671 UTC,2020-07-29 17:31:09.89 UTC,710025780,1,-20.502495,57.83209,12.9,247,245,-128,,,,BR,,,,,,,15,0,0,dynamic,mmsi-710025780
2020-07-29 16:07:22.191223 UTC,2020-07-29 15:00:31 UTC,710025780,1,-20.273706666666666,58.348,12.9,244.6,244,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:48:47.72123 UTC,2020-07-29 17:06:17 UTC,710025780,1,-20.464453333333335,57.91936,12.9,243.8,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:48:47.72123 UTC,2020-07-29 17:04:47 UTC,710025780,1,-20.462213333333334,57.92448,12.9,247,246,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:34:04.000016 UTC,2020-07-29 16:43:34 UTC,710025780,1,-20.42904,57.997546666666665,12.9,242.6,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 21:07:40.297408 UTC,2020-07-29 16:46:50 UTC,710025780,1,-20.433973333333334,57.986666666666665,12.9,244,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:34:11.748266 UTC,2020-07-29 16:39:05 UTC,710025780,1,-20.422186666666665,58.012933333333336,12.9,244.6,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-30 06:07:44.182617 UTC,2020-07-29 17:07:45 UTC,710025780,1,-20.466771666666666,57.914183333333334,12.9,244.1,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 21:07:40.297408 UTC,2020-07-29 16:44:49 UTC,710025780,3,-20.430853333333335,57.993493333333333,12.9,244.4,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-30 01:53:13.374789 UTC,2020-07-29 17:08:03 UTC,710025780,1,-20.467333333333332,57.91296,12.9,242.2,245,0,,,,BR,,,,,,,0,0,0,satellite,mmsi-710025780
2020-07-29 17:36:44.717008 UTC,2020-07-29 17:29:51.22 UTC,710025780,1,-20.50042,57.837241666666664,12.9,246,246,-128,,,,BR,,,,,,,15,0,0,dynamic,mmsi-710025780
2020-07-02 01:21:04.939154 UTC,2020-07-02 01:10:33 UTC,538004284,1,-20.37688,58.338426666666663,12.9,236,236,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 06:47:11.484172 UTC,2020-07-02 01:12:34 UTC,538004284,1,-20.3808,58.331893333333333,12.9,237,237,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 01:21:04.939154 UTC,2020-07-02 01:09:42 UTC,538004284,1,-20.3752,58.341093333333333,12.9,237,235,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 01:48:07.091942 UTC,2020-07-02 01:36:27 UTC,538004284,1,-20.426453333333335,58.252533333333332,12.9,238,235,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 01:21:04.939154 UTC,2020-07-02 01:10:42 UTC,538004284,1,-20.3772,58.337893333333334,12.9,236,236,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 04:49:47.186824 UTC,2020-07-02 01:38:37 UTC,538004284,1,-20.430666666666667,58.245493333333336,12.9,237,235,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 01:21:04.939154 UTC,2020-07-02 01:10:52 UTC,538004284,1,-20.377546666666667,58.33736,12.9,236,236,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 04:49:47.186824 UTC,2020-07-02 01:40:37 UTC,538004284,1,-20.434506666666667,58.239093333333336,12.9,238,236,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 04:49:47.186824 UTC,2020-07-02 01:40:08 UTC,538004284,1,-20.433546666666668,58.240693333333333,12.9,238,236,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-02 01:47:54.682689 UTC,2020-07-02 01:37:47 UTC,538004284,1,-20.428986666666667,58.248293333333336,12.9,237,235,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538004284
2020-07-18 12:31:11.459187 UTC,2020-07-18 11:39:03 UTC,538008135,1,-20.491306666666667,58.12432,12.9,235.1,230,-2,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-18 12:30:57.925237 UTC,2020-07-18 11:41:03 UTC,538008135,1,-20.495493333333332,58.117973333333332,12.9,236.3,231,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-18 12:31:11.459187 UTC,2020-07-18 11:38:53 UTC,538008135,1,-20.491013333333335,58.1248,12.9,235.2,230,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-18 12:31:11.459187 UTC,2020-07-18 11:39:53 UTC,538008135,1,-20.493066666666667,58.121653333333335,12.9,234.6,230,-2,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-18 12:31:11.459187 UTC,2020-07-18 11:39:43 UTC,538008135,1,-20.49272,58.12216,12.9,234.8,230,-4,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-18 12:31:11.459187 UTC,2020-07-18 11:38:43 UTC,538008135,1,-20.490666666666666,58.12533333333333,12.9,235.6,231,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008135
2020-07-20 12:21:39.244603 UTC,2020-07-20 09:42:45 UTC,636018251,1,-20.302426666666666,58.34752,12.9,233.3,231,0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636018251
2020-07-20 12:21:39.244603 UTC,2020-07-20 09:40:45 UTC,636018251,1,-20.297973333333335,58.353466666666669,12.9,231.6,229,0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636018251
2020-07-08 02:42:32.456295 UTC,2020-07-07 23:32:28 UTC,258994000,1,-20.376213333333332,58.250026666666663,12.9,55.8,55,-2,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 01:43:40.331686 UTC,2020-07-07 22:54:38 UTC,258994000,1,-20.456413333333334,58.13254666666667,12.9,53.2,53,5,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 01:26:28.639912 UTC,2020-07-07 23:46:34 UTC,258994000,1,-20.347386666666665,58.293253333333332,12.9,53.5,54,1,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-07 23:42:57.005828 UTC,2020-07-07 23:32:56 UTC,258994000,1,-20.37552,58.251066666666667,12.9,56,55,-5,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-07 23:42:54.813332 UTC,2020-07-07 23:32:36 UTC,258994000,1,-20.376213333333332,58.250026666666663,12.9,55.8,55,-2,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 00:15:56.521327 UTC,2020-07-07 23:36:28 UTC,258994000,1,-20.368,58.262613333333334,12.9,55.9,55,3,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 01:26:28.639912 UTC,2020-07-07 23:52:55 UTC,258994000,1,-20.333973333333333,58.312586666666668,12.9,54.4,54,-11,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 00:58:49.788476 UTC,2020-07-07 23:49:09 UTC,258994000,1,-20.34144,58.301813333333335,12.9,53.5,54,-7,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 00:35:02.306494 UTC,2020-07-07 23:37:56 UTC,258994000,1,-20.365253333333332,58.26685333333333,12.9,55.5,55,-9,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 01:26:28.639912 UTC,2020-07-07 23:48:55 UTC,258994000,1,-20.34248,58.30032,12.9,53.5,54,-8,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 00:22:39.625617 UTC,2020-07-07 23:25:14 UTC,258994000,1,-20.391386666666666,58.226826666666668,12.9,55.5,56,5,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 01:18:48.435857 UTC,2020-07-07 22:50:59 UTC,258994000,1,-20.46434,58.12124166666667,12.9,52.2,52,7,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 02:38:02.982149 UTC,2020-07-07 23:46:20 UTC,258994000,1,-20.347386666666665,58.293253333333332,12.9,53.5,54,1,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-08 02:35:50.543922 UTC,2020-07-07 23:44:36 UTC,258994000,1,-20.351626666666668,58.287146666666665,12.9,54.9,53,4,,,,NO,,,,,,,0,0,0,satellite,mmsi-258994000
2020-07-31 04:03:19.059578 UTC,2020-07-31 03:00:56 UTC,477142100,1,-20.38168,58.321733333333334,12.9,233.1,235,6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:03:20.894123 UTC,2020-07-31 02:57:46 UTC,477142100,1,-20.374986666666668,58.33130666666667,12.9,235.1,235,-10,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:03:19.059578 UTC,2020-07-31 03:01:06 UTC,477142100,1,-20.382026666666668,58.321226666666668,12.9,232.6,235,9,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:17:23 UTC,477142100,1,-20.415653333333335,58.272453333333331,12.9,234,235,1,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:21:07.337915 UTC,2020-07-31 03:21:01 UTC,477142100,1,-20.423733333333335,58.26072,12.9,234.7,236,-2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:15:42 UTC,477142100,1,-20.41208,58.277653333333333,12.9,234,235,-3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:18:43 UTC,477142100,1,-20.418426666666665,58.2684,12.9,232.9,234,-9,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:18:04.250779 UTC,2020-07-31 03:42:16 UTC,477142100,1,-20.468026666666667,58.19730666666667,12.9,233.2,235,-3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:16:23 UTC,477142100,1,-20.41352,58.275626666666668,12.9,232.4,235,11,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:03:19.059578 UTC,2020-07-31 03:00:46 UTC,477142100,1,-20.381333333333334,58.322186666666667,12.9,234.3,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:21:07.337915 UTC,2020-07-31 03:19:41 UTC,477142100,1,-20.420906666666667,58.264853333333335,12.9,233.3,235,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:03:19.059578 UTC,2020-07-31 03:03:17 UTC,477142100,1,-20.38664,58.314453333333333,12.9,233,235,11,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:21:07.337915 UTC,2020-07-31 03:20:01 UTC,477142100,1,-20.421653333333332,58.26376,12.9,233.9,235,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:15:23 UTC,477142100,1,-20.411386666666665,58.27864,12.9,234.9,235,-11,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:03:19.059578 UTC,2020-07-31 03:04:48 UTC,477142100,1,-20.38984,58.309813333333331,12.9,232.8,235,10,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:15:32 UTC,477142100,1,-20.411706666666667,58.27816,12.9,235.2,235,-7,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:14:53 UTC,477142100,1,-20.410266666666665,58.28032,12.9,232.7,235,6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:17:43 UTC,477142100,1,-20.416293333333332,58.271493333333332,12.9,234.4,235,-7,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:17:52 UTC,477142100,1,-20.41664,58.27096,12.9,234.5,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:21:07.337915 UTC,2020-07-31 03:20:50 UTC,477142100,1,-20.423333333333332,58.26128,12.9,235,235,7,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:17:02 UTC,477142100,1,-20.414906666666667,58.273546666666668,12.9,234.4,235,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:14:32 UTC,477142100,1,-20.409546666666667,58.281333333333336,12.9,233.3,235,9,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-31 04:07:17.727071 UTC,2020-07-31 03:15:03 UTC,477142100,1,-20.410613333333334,58.279786666666666,12.9,233.4,235,6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477142100
2020-07-17 01:58:12.781004 UTC,2020-07-16 21:31:00 UTC,314311000,1,-20.443626666666667,58.363973333333334,12.9,58,57,0,,,,BB,,,,,,,0,0,0,satellite,mmsi-314311000
2020-07-17 01:58:12.781004 UTC,2020-07-16 21:34:21 UTC,314311000,1,-20.437253333333334,58.374826666666664,12.9,57.9,58,0,,,,BB,,,,,,,0,0,0,satellite,mmsi-314311000
2020-07-17 01:58:12.781004 UTC,2020-07-16 21:34:00 UTC,314311000,1,-20.437946666666665,58.373626666666667,12.9,58.4,58,0,,,,BB,,,,,,,0,0,0,satellite,mmsi-314311000
2020-07-17 01:58:12.781004 UTC,2020-07-16 21:34:50 UTC,314311000,1,-20.436373333333332,58.376373333333333,12.9,58.8,58,0,,,,BB,,,,,,,0,0,0,satellite,mmsi-314311000
2020-07-17 01:58:12.781004 UTC,2020-07-16 21:31:49 UTC,314311000,1,-20.442053333333334,58.366666666666667,12.9,57.7,57,0,,,,BB,,,,,,,0,0,0,satellite,mmsi-314311000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:33:51 UTC,370556000,1,-20.4172,58.302613333333333,12.9,60,65,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:35:50 UTC,370556000,1,-20.413653333333333,58.309093333333337,12.9,60,66,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 05:14:20.148533 UTC,2020-07-19 04:32:07 UTC,370556000,1,-20.420213333333333,58.29714666666667,12.9,58,64,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:34:51 UTC,370556000,1,-20.415386666666667,58.305866666666667,12.9,59,65,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:29:41 UTC,370556000,1,-20.425013333333332,58.289013333333337,12.9,59,63,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:30:43 UTC,370556000,1,-20.42304,58.29232,12.9,57,63,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 14:42:42.351662 UTC,2020-07-19 04:28:41 UTC,370556000,1,-20.426826666666667,58.28581333333333,12.9,60,63,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 04:30:39.559298 UTC,2020-07-19 04:11:14.14 UTC,370556000,1,-20.460183333333333,58.228133333333332,12.9,59,62,-128,,,,PA,,,,,,,15,0,0,dynamic,mmsi-370556000
2020-07-19 05:14:20.148533 UTC,2020-07-19 04:33:47 UTC,370556000,1,-20.4172,58.302613333333333,12.9,60,65,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-19 05:14:20.148533 UTC,2020-07-19 04:34:47 UTC,370556000,1,-20.415386666666667,58.305866666666667,12.9,59,65,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370556000
2020-07-26 12:44:39.932194 UTC,2020-07-26 12:42:34.72 UTC,370737000,1,-20.507265,57.978921666666665,12.9,232,233,-128,,,,PA,,,,,,,15,0,0,dynamic,mmsi-370737000
2020-07-26 12:37:12.96278 UTC,2020-07-26 12:13:29 UTC,370737000,1,-20.44616,58.06464,12.9,233.3,230,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370737000
2020-07-26 13:38:07.560123 UTC,2020-07-26 12:08:41 UTC,370737000,1,-20.435333333333332,58.079706666666667,12.9,234,232,0,,,,PA,,,,,,,0,0,0,satellite,mmsi-370737000
2020-07-22 21:06:18.15012 UTC,2020-07-22 18:37:37 UTC,538008174,1,-20.478693333333332,58.097013333333337,12.9,232.8,230,8,,,,MH,,,,,,,0,0,1,satellite,mmsi-538008174
2020-07-22 19:57:23.226711 UTC,2020-07-22 17:39:55 UTC,538008174,1,-20.35664,58.27112,12.9,234.3,229,10,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 21:06:18.15012 UTC,2020-07-22 18:34:26 UTC,538008174,1,-20.471973333333334,58.1064,12.9,235.3,230,-4,,,,MH,,,,,,,0,0,1,satellite,mmsi-538008174
2020-07-22 19:32:26.879477 UTC,2020-07-22 18:01:32 UTC,538008174,1,-20.401286666666667,58.205318333333331,12.9,229.6,228,-7,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 17:20:39.98513 UTC,2020-07-22 17:16:46.83 UTC,538008174,1,-20.307586666666666,58.343708333333332,12.9,231,229,-128,,,,MH,,,,,,,15,0,0,dynamic,mmsi-538008174
2020-07-22 18:13:30.334803 UTC,2020-07-22 17:17:55 UTC,538008174,1,-20.310026666666666,58.339973333333333,12.9,234.8,229,-4,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 19:32:26.879477 UTC,2020-07-22 18:01:22 UTC,538008174,1,-20.400918333333333,58.205816666666664,12.9,232.6,228,-13,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 19:01:13.178133 UTC,2020-07-22 18:37:28 UTC,538008174,1,-20.478693333333332,58.097013333333337,12.9,232.8,230,8,,,,MH,,,,,,,0,0,1,satellite,mmsi-538008174
2020-07-22 19:32:26.879477 UTC,2020-07-22 17:58:03 UTC,538008174,1,-20.393725,58.21595,12.9,231.2,228,10,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:35:23.114765 UTC,2020-07-22 17:39:57 UTC,538008174,1,-20.35664,58.27112,12.9,234.3,229,10,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:19:10.938887 UTC,2020-07-22 17:25:08 UTC,538008174,3,-20.325493333333334,58.317253333333333,12.9,233.5,229,-10,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:32:06.426665 UTC,2020-07-22 18:16:37 UTC,538008174,1,-20.435386666666666,58.158853333333333,12.9,231,230,9,,,,MH,,,,,,,0,0,1,satellite,mmsi-538008174
2020-07-22 18:44:09.503197 UTC,2020-07-22 17:27:22 UTC,538008174,1,-20.330373333333334,58.310026666666666,12.9,233.2,229,-8,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 19:58:36.616169 UTC,2020-07-22 17:29:45 UTC,538008174,1,-20.335306666666668,58.3028,12.9,233.5,229,-9,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 19:02:16.791958 UTC,2020-07-22 18:34:18 UTC,538008174,1,-20.471973333333334,58.1064,12.9,235.3,230,-4,,,,MH,,,,,,,0,0,1,satellite,mmsi-538008174
2020-07-22 19:32:26.879477 UTC,2020-07-22 17:57:03 UTC,538008174,1,-20.391545,58.218975,12.9,231.3,228,-4,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:12:56.374803 UTC,2020-07-22 17:20:33 UTC,538008174,1,-20.3156,58.33168,12.9,233,229,9,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:19:10.938887 UTC,2020-07-22 17:22:48 UTC,538008174,1,-20.320533333333334,58.3244,12.9,235.6,229,9,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:00:39.668519 UTC,2020-07-22 17:53:16.74 UTC,538008174,1,-20.383356666666668,58.230631666666667,12.9,236,228,-128,,,,MH,,,,,,,15,0,0,dynamic,mmsi-538008174
2020-07-22 18:13:30.334803 UTC,2020-07-22 17:14:14 UTC,538008174,1,-20.302453333333332,58.351306666666666,12.9,236.2,228,0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:19:10.938887 UTC,2020-07-22 17:23:39 UTC,538008174,1,-20.322346666666668,58.32176,12.9,235.9,229,9,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:32:17.565385 UTC,2020-07-22 18:11:48 UTC,538008174,1,-20.424773333333334,58.173546666666667,12.9,229.5,229,8,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-22 18:44:04.056337 UTC,2020-07-22 17:32:41 UTC,538008174,1,-20.341573333333333,58.293413333333334,12.9,237.1,229,-7,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008174
2020-07-04 19:55:00.391597 UTC,2020-07-04 17:25:11 UTC,352422000,1,-20.468256666666665,58.205778333333335,12.9,57.6,56,0,,,,PA,,,,,,,0,0,1,satellite,mmsi-352422000
2020-07-01 19:03:45.481089 UTC,2020-07-01 18:07:50 UTC,538008956,1,-20.30832,58.316,12.9,237.2,236,-7,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008956
2020-07-01 19:03:45.481089 UTC,2020-07-01 18:08:00 UTC,538008956,1,-20.308693333333334,58.315413333333332,12.9,237,236,-11,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008956
2020-07-01 20:21:41.642979 UTC,2020-07-01 18:08:25 UTC,538008956,1,-20.309253333333334,58.314453333333333,12.9,237.2,236,2,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008956
2020-07-01 20:21:41.642979 UTC,2020-07-01 18:07:56 UTC,538008956,1,-20.30832,58.316,12.9,237.2,236,-7,,,,MH,,,,,,,0,0,0,satellite,mmsi-538008956
2020-07-07 07:05:58.19778 UTC,2020-07-07 06:07:20 UTC,636018812,3,-20.30392,58.277573333333336,12.9,57.5,57,16,,,,LR,,,,,,,0,0,1,satellite,mmsi-636018812
2020-07-07 08:11:32.939949 UTC,2020-07-07 04:35:30 UTC,636018812,3,-20.482666666666667,57.97432,12.9,56.8,57,16,,,,LR,,,,,,,0,0,1,satellite,mmsi-636018812
2020-07-07 08:11:32.939949 UTC,2020-07-07 04:35:29 UTC,636018812,3,-20.48272,57.974213333333331,12.9,57,56,16,,,,LR,,,,,,,0,0,1,satellite,mmsi-636018812
2020-07-07 06:33:07.454571 UTC,2020-07-07 06:07:26 UTC,636018812,3,-20.303973333333332,58.27752,12.9,57.5,57,16,,,,LR,,,,,,,0,0,1,satellite,mmsi-636018812
2020-07-07 05:22:02.684836 UTC,2020-07-07 04:37:43 UTC,636018812,3,-20.478346666666667,57.981493333333333,12.9,57.2,57,15,,,,LR,,,,,,,0,0,1,satellite,mmsi-636018812
2020-07-02 05:01:09.00892 UTC,2020-07-02 04:45:45.15 UTC,636018308,1,-20.461855,58.20193,12.9,217,217,-128,,,,LR,,,,,,,15,0,0,dynamic,mmsi-636018308
2020-07-26 20:14:26.790869 UTC,2020-07-26 20:14:22 UTC,354341000,1,-20.533501666666666,57.869381666666669,12.9,242.6,243,11,,,,PA,,,,,,,0,0,0,terrestrial,mmsi-354341000
2020-07-26 18:50:30.831049 UTC,2020-07-26 18:28:14 UTC,354341000,1,-20.3496,58.225386666666665,12.9,241.1,240,10,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 21:25:19.90195 UTC,2020-07-26 18:28:17 UTC,354341000,1,-20.34992,58.224773333333331,12.9,241.2,240,-9,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 20:19:07.876944 UTC,2020-07-26 20:19:03 UTC,354341000,1,-20.54134,57.853406666666665,12.9,243.3,242,-6,,,,PA,,,,,,,0,0,0,terrestrial,mmsi-354341000
2020-07-26 19:25:14.671567 UTC,2020-07-26 17:54:44 UTC,354341000,1,-20.292106666666665,58.337146666666669,12.9,239.8,239,5,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
2020-07-26 18:51:15.499662 UTC,2020-07-26 17:51:35 UTC,354341000,1,-20.286586666666668,58.347653333333334,12.9,240.8,239,-7,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
2020-07-26 20:27:48.327282 UTC,2020-07-26 17:56:55 UTC,354341000,1,-20.295893333333332,58.32984,12.9,241.7,239,-7,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
2020-07-26 20:27:40.330371 UTC,2020-07-26 19:25:25 UTC,354341000,1,-20.44912,58.031306666666666,12.9,241,240,6,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:51:48.241799 UTC,2020-07-26 18:14:25 UTC,354341000,1,-20.32592,58.271653333333333,12.9,241.2,239,-4,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:36:50.704128 UTC,2020-07-26 18:18:35 UTC,354341000,1,-20.333146666666668,58.25768,12.9,239.5,239,-3,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 20:19:35.372483 UTC,2020-07-26 20:01:55 UTC,354341000,3,-20.511653333333335,57.91050666666667,12.9,243.3,240,-13,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
2020-07-26 18:49:54.346417 UTC,2020-07-26 18:28:24 UTC,354341000,1,-20.34992,58.224773333333331,12.9,241.2,240,-9,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:51:15.499662 UTC,2020-07-26 17:54:35 UTC,354341000,1,-20.291813333333334,58.337706666666669,12.9,240.5,240,11,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
2020-07-26 18:36:50.704128 UTC,2020-07-26 18:14:04 UTC,354341000,1,-20.325333333333333,58.2728,12.9,239.3,240,10,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:37:43.54756 UTC,2020-07-26 18:21:35 UTC,354341000,1,-20.338186666666665,58.247653333333332,12.9,241.3,240,13,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:50:30.831049 UTC,2020-07-26 18:27:25 UTC,354341000,1,-20.34816,58.228186666666666,12.9,239.6,239,12,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:50:30.831049 UTC,2020-07-26 18:27:34 UTC,354341000,1,-20.348453333333332,58.227626666666666,12.9,239.5,239,6,,,,PA,,,,,,,0,0,1,satellite,mmsi-354341000
2020-07-26 18:51:15.499662 UTC,2020-07-26 17:53:24 UTC,354341000,1,-20.28976,58.341573333333336,12.9,241,239,-11,,,,PA,,,,,,,0,0,0,satellite,mmsi-354341000
